Stock_ID,Pattern,Signals,Win_Rate(%),Avg_Return(%),Max_Drawdown(%),Expected_Value(%)
2388.TW,P08_黃金交叉量增,9,77.78,18.81,-13.8,13.07
6409.TW,P07_RSI超賣量縮,26,96.15,13.82,-8.42,13.02
2383.TW,P07_RSI超賣量縮,21,80.95,17.7,-11.52,13.0
6165.TW,P12_多頭回檔,41,70.73,21.23,-12.19,12.97
5388.TW,P09_量縮後爆量紅K,5,80.0,17.95,-8.29,12.96
6472.TW,P02_量增紅K,21,71.43,20.94,-8.58,12.95
3653.TW,P01_量縮價穩,39,84.62,16.51,-12.52,12.89
3443.TW,P04_長下影線放量,38,78.95,18.19,-16.47,12.89
8476.TW,P08_黃金交叉量增,13,84.62,16.5,-36.17,12.88
2609.TW,P11_多頭排列紅K,45,55.56,28.76,-16.36,12.87
8021.TW,P11_多頭排列紅K,58,77.59,18.56,-8.82,12.83
6589.TW,P03_均線支撐放量,2,100.0,12.82,-3.86,12.82
4763.TW,P05_連跌反轉紅K,26,73.08,20.11,-13.7,12.81
8467.TW,P09_量縮後爆量紅K,23,78.26,18.28,-7.55,12.78
2883.TW,P09_量縮後爆量紅K,3,100.0,12.76,-3.87,12.76
7780.TW,P12_多頭回檔,16,68.75,21.72,-8.61,12.75
6442.TW,P05_連跌反轉紅K,44,70.45,20.97,-7.59,12.71
2705.TW,P08_黃金交叉量增,8,87.5,15.52,-5.75,12.7
6919.TW,P07_RSI超賣量縮,30,63.33,24.1,-13.7,12.7
4569.TW,P12_多頭回檔,21,57.14,27.38,-8.69,12.65
2204.TW,P09_量縮後爆量紅K,4,100.0,12.64,-5.84,12.64
1560.TW,P07_RSI超賣量縮,51,84.31,16.26,-7.08,12.61
5292.TW,P07_RSI超賣量縮,81,85.19,16.01,-6.92,12.6
6139.TW,P08_黃金交叉量增,7,71.43,20.43,-5.89,12.59
8028.TW,P01_量縮價穩,66,80.3,17.32,-11.02,12.53
2471.TW,P04_長下影線放量,31,74.19,19.32,-7.99,12.53
3450.TW,P05_連跌反轉紅K,33,78.79,17.78,-9.57,12.52
7750.TW,P01_量縮價穩,4,100.0,12.5,-14.68,12.5
3033.TW,P09_量縮後爆量紅K,8,100.0,12.49,-4.06,12.49
1560.TW,P05_連跌反轉紅K,21,85.71,15.72,-8.48,12.48
4766.TW,P08_黃金交叉量增,12,91.67,14.23,-5.78,12.46
6139.TW,P05_連跌反轉紅K,21,71.43,20.23,-6.99,12.45
3189.TW,P09_量縮後爆量紅K,6,83.33,16.31,-14.1,12.42
3535.TW,P07_RSI超賣量縮,49,79.59,17.4,-9.9,12.42
6197.TW,P04_長下影線放量,21,90.48,14.44,-7.42,12.39
8021.TW,P12_多頭回檔,43,69.77,20.79,-8.31,12.39
6416.TW,P09_量縮後爆量紅K,6,83.33,16.26,-5.41,12.38
3048.TW,P08_黃金交叉量增,5,80.0,17.23,-4.11,12.38
2615.TW,P08_黃金交叉量增,6,83.33,16.24,-13.15,12.36
6994.TW,P03_均線支撐放量,8,100.0,12.35,-12.67,12.35
2387.TW,P06_價量背離,67,76.12,18.4,-9.62,12.34
2597.TW,P11_多頭排列紅K,53,73.58,19.29,-6.91,12.34
4770.TW,P02_量增紅K,23,86.96,15.19,-8.58,12.3
1513.TW,P02_量增紅K,18,83.33,16.15,-8.2,12.29
6937.TW,P06_價量背離,37,94.59,13.36,-5.35,12.26
1560.TW,P04_長下影線放量,27,85.19,15.6,-12.29,12.25
2892.TW,P09_量縮後爆量紅K,1,100.0,12.21,-1.24,12.21
2615.TW,P09_量縮後爆量紅K,2,50.0,31.42,-14.3,12.21
4968.TW,P07_RSI超賣量縮,58,81.03,16.68,-14.55,12.19
2101.TW,P09_量縮後爆量紅K,7,71.43,19.83,-5.11,12.17
8046.TW,P10_組合訊號,24,79.17,17.21,-13.03,12.16
6955.TW,P05_連跌反轉紅K,6,83.33,15.98,-6.01,12.15
3661.TW,P03_均線支撐放量,21,90.48,14.15,-12.88,12.14
3231.TW,P02_量增紅K,15,60.0,24.9,-9.97,12.14
2383.TW,P04_長下影線放量,46,86.96,14.99,-11.2,12.12
3661.TW,P11_多頭排列紅K,47,76.6,17.95,-17.22,12.11
3588.TW,P03_均線支撐放量,21,90.48,14.11,-11.43,12.1
3653.TW,P10_組合訊號,17,88.24,14.65,-18.38,12.1
3583.TW,P05_連跌反轉紅K,28,82.14,16.26,-10.44,12.1
2340.TW,P08_黃金交叉量增,6,83.33,15.85,-13.91,12.04
6442.TW,P02_量增紅K,41,73.17,19.01,-5.27,12.03
3013.TW,P10_組合訊號,31,87.1,14.81,-8.7,12.0
1503.TW,P08_黃金交叉量增,11,63.64,22.85,-5.3,12.0
2451.TW,P09_量縮後爆量紅K,8,62.5,23.39,-5.29,12.0
2348.TW,P08_黃金交叉量增,7,71.43,19.59,-3.96,11.99
6550.TW,P02_量增紅K,25,56.0,26.92,-14.18,11.99
3533.TW,P06_價量背離,22,86.36,14.97,-14.11,11.98
3036.TW,P05_連跌反轉紅K,30,86.67,14.88,-8.55,11.97
2472.TW,P07_RSI超賣量縮,34,91.18,13.79,-11.43,11.96
2059.TW,P11_多頭排列紅K,43,72.09,19.3,-9.26,11.96
3048.TW,P10_組合訊號,56,73.21,18.86,-5.9,11.93
2308.TW,P11_多頭排列紅K,60,65.0,22.13,-8.37,11.93
1582.TW,P09_量縮後爆量紅K,2,100.0,11.92,-8.05,11.92
4967.TW,P12_多頭回檔,30,73.33,18.81,-18.42,11.92
8033.TW,P04_長下影線放量,50,74.0,18.55,-12.55,11.91
3583.TW,P04_長下影線放量,23,86.96,14.65,-14.17,11.83
7780.TW,P10_組合訊號,9,88.89,14.16,-9.14,11.81
2368.TW,P10_組合訊號,19,78.95,16.83,-15.71,11.81
6805.TW,P05_連跌反轉紅K,10,70.0,19.88,-18.07,11.81
3669.TW,P02_量增紅K,27,59.26,24.74,-11.53,11.81
2364.TW,P05_連跌反轉紅K,43,72.09,19.08,-14.59,11.8
5292.TW,P09_量縮後爆量紅K,16,87.5,14.44,-6.01,11.76
3013.TW,P07_RSI超賣量縮,54,87.04,14.55,-9.27,11.76
3535.TW,P12_多頭回檔,18,77.78,17.13,-13.05,11.76
4770.TW,P08_黃金交叉量增,8,100.0,11.75,-11.66,11.75
2497.TW,P12_多頭回檔,33,72.73,18.78,-10.03,11.75
6862.TW,P08_黃金交叉量增,1,100.0,11.73,-7.41,11.73
6278.TW,P07_RSI超賣量縮,39,87.18,14.46,-14.17,11.71
2421.TW,P05_連跌反轉紅K,20,85.0,15.01,-9.68,11.71
2457.TW,P11_多頭排列紅K,49,75.51,17.78,-13.08,11.71
3135.TW,P08_黃金交叉量增,5,80.0,16.36,-11.28,11.69
3450.TW,P04_長下影線放量,20,75.0,17.92,-15.43,11.69
3017.TW,P12_多頭回檔,39,87.18,14.42,-11.26,11.67
7795.TW,P12_多頭回檔,9,66.67,21.0,-7.64,11.67
6139.TW,P07_RSI超賣量縮,34,73.53,18.37,-5.48,11.66
2364.TW,P12_多頭回檔,38,60.53,23.83,-17.13,11.66
3017.TW,P02_量增紅K,17,100.0,11.64,-11.4,11.64
6165.TW,P03_均線支撐放量,35,77.14,17.15,-7.73,11.63
6442.TW,P07_RSI超賣量縮,86,75.58,17.65,-6.35,11.63
8996.TW,P04_長下影線放量,34,73.53,18.32,-14.05,11.62
3013.TW,P04_長下影線放量,30,83.33,15.33,-9.79,11.61
8438.TW,P09_量縮後爆量紅K,15,73.33,18.37,-5.07,11.61
5284.TW,P11_多頭排列紅K,57,73.68,18.24,-7.36,11.6
2471.TW,P11_多頭排列紅K,39,84.62,14.95,-7.45,11.57
2327.TW,P08_黃金交叉量增,6,66.67,20.85,-7.07,11.57
2471.TW,P02_量增紅K,18,77.78,16.87,-9.78,11.56
2025.TW,P12_多頭回檔,40,67.5,20.5,-12.76,11.56
5234.TW,P11_多頭排列紅K,44,77.27,17.0,-9.23,11.55
2313.TW,P07_RSI超賣量縮,31,87.1,14.28,-7.05,11.53
1503.TW,P02_量增紅K,20,70.0,19.47,-9.08,11.53
3008.TW,P09_量縮後爆量紅K,1,100.0,11.52,-4.0,11.52
3027.TW,P11_多頭排列紅K,43,79.07,16.41,-13.73,11.51
6533.TW,P08_黃金交叉量增,8,87.5,14.12,-15.91,11.48
4526.TW,P09_量縮後爆量紅K,7,100.0,11.46,-10.14,11.46
6189.TW,P02_量增紅K,9,77.78,16.69,-4.27,11.43
5269.TW,P12_多頭回檔,24,83.33,15.11,-14.07,11.42
8021.TW,P08_黃金交叉量增,7,71.43,18.79,-4.85,11.42
6443.TW,P04_長下影線放量,19,63.16,22.11,-17.58,11.39
6196.TW,P07_RSI超賣量縮,38,92.11,12.96,-9.34,11.38
2324.TW,P09_量縮後爆量紅K,1,100.0,11.37,-10.7,11.37
3044.TW,P07_RSI超賣量縮,18,83.33,15.04,-6.44,11.37
2540.TW,P05_連跌反轉紅K,46,76.09,17.13,-6.71,11.36
6531.TW,P10_組合訊號,16,56.25,25.64,-16.49,11.36
1612.TW,P09_量縮後爆量紅K,6,83.33,14.98,-6.5,11.31
7631.TW,P08_黃金交叉量增,4,75.0,17.42,-8.88,11.31
2345.TW,P04_長下影線放量,38,76.32,16.98,-12.81,11.3
5234.TW,P02_量增紅K,16,75.0,17.4,-11.93,11.3
3518.TW,P07_RSI超賣量縮,97,80.41,15.74,-12.32,11.29
6691.TW,P01_量縮價穩,153,77.12,16.71,-5.78,11.29
8070.TW,P07_RSI超賣量縮,32,84.38,14.66,-5.74,11.27
3149.TW,P09_量縮後爆量紅K,12,66.67,20.38,-11.86,11.26
2408.TW,P04_長下影線放量,30,63.33,21.82,-13.49,11.26
6515.TW,P06_價量背離,32,81.25,15.44,-17.08,11.24
3583.TW,P11_多頭排列紅K,40,80.0,15.78,-10.59,11.22
3312.TW,P12_多頭回檔,21,61.9,22.42,-7.26,11.21
1309.TW,P02_量增紅K,25,72.0,18.27,-11.32,11.2
7795.TW,P04_長下影線放量,4,75.0,17.25,-5.04,11.19
2501.TW,P08_黃金交叉量增,5,60.0,23.27,-6.73,11.16
2316.TW,P07_RSI超賣量縮,62,74.19,17.43,-9.25,11.13
6405.TW,P09_量縮後爆量紅K,18,72.22,18.1,-7.85,11.13
8033.TW,P07_RSI超賣量縮,55,80.0,15.64,-9.36,11.11
3167.TW,P05_連跌反轉紅K,33,72.73,17.9,-11.21,11.11
8271.TW,P04_長下影線放量,23,78.26,16.11,-7.25,11.09
8028.TW,P10_組合訊號,29,82.76,14.84,-10.45,11.08
6443.TW,P08_黃金交叉量增,7,71.43,18.31,-12.3,11.08
6446.TW,P11_多頭排列紅K,39,56.41,25.05,-17.22,11.08
5225.TW,P03_均線支撐放量,23,78.26,16.08,-8.82,11.06
2472.TW,P05_連跌反轉紅K,19,84.21,14.4,-8.72,11.02
2603.TW,P08_黃金交叉量增,6,83.33,14.61,-12.73,11.01
6669.TW,P05_連跌反轉紅K,35,82.86,14.73,-12.15,11.01
2543.TW,P07_RSI超賣量縮,45,77.78,16.15,-5.23,11.0
6955.TW,P06_價量背離,29,72.41,17.83,-5.44,10.98
8996.TW,P08_黃金交叉量增,6,66.67,19.95,-18.04,10.97
6955.TW,P12_多頭回檔,22,81.82,14.95,-4.52,10.96
1727.TW,P02_量增紅K,33,57.58,24.17,-12.3,10.95
6658.TW,P04_長下影線放量,12,58.33,23.76,-11.63,10.94
1608.TW,P09_量縮後爆量紅K,12,75.0,16.9,-8.99,10.93
2468.TW,P11_多頭排列紅K,32,59.38,23.17,-13.49,10.91
1605.TW,P12_多頭回檔,28,82.14,14.78,-7.77,10.89
9103.TW,P11_多頭排列紅K,14,42.86,34.75,-19.34,10.89
6191.TW,P07_RSI超賣量縮,28,75.0,16.84,-6.82,10.88
2388.TW,P06_價量背離,41,68.29,19.18,-13.38,10.88
4958.TW,P09_量縮後爆量紅K,1,100.0,10.86,-18.4,10.86
2348.TW,P09_量縮後爆量紅K,4,100.0,10.86,-10.88,10.86
6271.TW,P06_價量背離,32,87.5,13.41,-8.97,10.86
2612.TW,P09_量縮後爆量紅K,10,90.0,12.84,-8.04,10.85
2387.TW,P01_量縮價穩,114,71.05,18.12,-8.11,10.85
3025.TW,P07_RSI超賣量縮,61,90.16,12.76,-13.47,10.82
6197.TW,P07_RSI超賣量縮,36,86.11,13.66,-6.99,10.79
3588.TW,P10_組合訊號,28,78.57,15.63,-11.55,10.78
8261.TW,P05_連跌反轉紅K,25,72.0,17.7,-11.27,10.78
8045.TW,P02_量增紅K,48,68.75,18.86,-9.8,10.78
3413.TW,P07_RSI超賣量縮,34,91.18,12.49,-13.97,10.77
1616.TW,P05_連跌反轉紅K,31,74.19,16.95,-10.46,10.77
2006.TW,P07_RSI超賣量縮,35,85.71,13.72,-6.29,10.76
2543.TW,P11_多頭排列紅K,37,78.38,15.66,-11.15,10.76
3447.TW,P12_多頭回檔,19,78.95,15.46,-10.88,10.73
2404.TW,P12_多頭回檔,32,81.25,14.81,-6.96,10.72
2308.TW,P02_量增紅K,7,57.14,24.02,-12.5,10.72
9941.TW,P09_量縮後爆量紅K,1,100.0,10.69,-5.66,10.69
8070.TW,P08_黃金交叉量增,9,100.0,10.67,-6.36,10.67
2329.TW,P04_長下影線放量,17,94.12,11.77,-12.73,10.67
2376.TW,P08_黃金交叉量增,6,83.33,14.19,-9.08,10.66
2388.TW,P07_RSI超賣量縮,47,70.21,18.16,-17.9,10.66
3037.TW,P03_均線支撐放量,26,76.92,15.94,-13.97,10.65
6919.TW,P09_量縮後爆量紅K,6,66.67,19.47,-15.68,10.65
8210.TW,P11_多頭排列紅K,43,69.77,18.28,-11.84,10.64
3622.TW,P02_量增紅K,15,73.33,17.04,-8.75,10.63
2338.TW,P09_量縮後爆量紅K,5,80.0,14.97,-16.91,10.58
3037.TW,P02_量增紅K,13,69.23,18.4,-18.63,10.58
4977.TW,P02_量增紅K,11,90.91,12.32,-10.47,10.56
6477.TW,P11_多頭排列紅K,41,73.17,16.99,-11.91,10.56
2383.TW,P08_黃金交叉量增,10,80.0,14.92,-12.88,10.54
6869.TW,P12_多頭回檔,12,58.33,23.05,-14.51,10.53
6658.TW,P07_RSI超賣量縮,15,66.67,19.27,-12.49,10.51
5222.TW,P03_均線支撐放量,19,68.42,18.57,-9.88,10.5
7799.TW,P12_多頭回檔,5,60.0,22.15,-30.43,10.49
2606.TW,P02_量增紅K,9,77.78,15.43,-7.95,10.45
2607.TW,P07_RSI超賣量縮,31,83.87,13.8,-3.73,10.44
2540.TW,P11_多頭排列紅K,52,75.0,16.25,-10.41,10.44
2460.TW,P11_多頭排列紅K,51,72.55,17.03,-12.22,10.43
2248.TW,P03_均線支撐放量,11,90.91,12.17,-5.74,10.42
3653.TW,P09_量縮後爆量紅K,6,83.33,13.91,-11.84,10.42
9105.TW,P12_多頭回檔,31,70.97,17.51,-7.23,10.4
8210.TW,P06_價量背離,48,66.67,19.07,-8.66,10.38
2376.TW,P07_RSI超賣量縮,49,87.76,12.78,-14.32,10.36
3006.TW,P02_量增紅K,23,73.91,16.46,-14.88,10.34
5258.TW,P05_連跌反轉紅K,27,74.07,16.39,-12.07,10.33
6885.TW,P04_長下影線放量,6,66.67,18.99,-12.18,10.33
6799.TW,P10_組合訊號,17,58.82,22.45,-17.57,10.32
2236.TW,P10_組合訊號,68,69.12,18.03,-6.94,10.3
1519.TW,P12_多頭回檔,33,87.88,12.65,-12.17,10.27
8996.TW,P02_量增紅K,22,77.27,15.31,-17.66,10.24
2468.TW,P02_量增紅K,21,66.67,18.86,-11.01,10.24
2059.TW,P04_長下影線放量,42,73.81,16.34,-8.84,10.23
6426.TW,P08_黃金交叉量增,6,83.33,13.67,-12.0,10.22
7795.TW,P10_組合訊號,11,54.55,24.56,-11.14,10.21
3044.TW,P05_連跌反轉紅K,18,72.22,16.81,-7.5,10.2
5234.TW,P06_價量背離,66,69.7,17.68,-9.96,10.2
2027.TW,P07_RSI超賣量縮,52,69.23,17.85,-8.13,10.2
3715.TW,P09_量縮後爆量紅K,4,50.0,27.37,-16.87,10.18
3376.TW,P08_黃金交叉量增,7,71.43,17.01,-5.74,10.15
6205.TW,P05_連跌反轉紅K,33,72.73,16.57,-12.18,10.14
6197.TW,P03_均線支撐放量,30,93.33,11.36,-5.24,10.13
4977.TW,P05_連跌反轉紅K,23,82.61,13.74,-11.8,10.13
2486.TW,P04_長下影線放量,22,77.27,15.15,-17.43,10.11
6937.TW,P07_RSI超賣量縮,27,77.78,14.99,-8.76,10.1
8996.TW,P11_多頭排列紅K,56,80.36,14.25,-18.54,10.08
3051.TW,P09_量縮後爆量紅K,16,68.75,17.84,-10.92,10.08
3416.TW,P09_量縮後爆量紅K,9,88.89,12.2,-4.99,10.06
8131.TW,P02_量增紅K,15,60.0,21.44,-7.67,10.06
3305.TW,P08_黃金交叉量增,4,75.0,15.73,-11.61,10.05
8033.TW,P01_量縮價穩,103,74.76,15.72,-9.65,9.99
6695.TW,P09_量縮後爆量紅K,16,93.75,11.1,-15.99,9.97
2316.TW,P06_價量背離,59,74.58,15.76,-8.53,9.97
2457.TW,P02_量增紅K,31,70.97,16.91,-12.47,9.97
1519.TW,P01_量縮價穩,60,80.0,14.2,-10.54,9.96
6579.TW,P10_組合訊號,60,68.33,17.81,-6.98,9.96
2376.TW,P01_量縮價穩,52,76.92,15.02,-11.56,9.94
3004.TW,P12_多頭回檔,33,90.91,11.59,-9.78,9.9
1615.TW,P09_量縮後爆量紅K,5,80.0,14.12,-2.55,9.9
6215.TW,P04_長下影線放量,27,74.07,15.8,-9.25,9.89
2385.TW,P08_黃金交叉量增,5,80.0,14.11,-5.11,9.88
6117.TW,P09_量縮後爆量紅K,14,64.29,19.25,-10.45,9.87
1795.TW,P03_均線支撐放量,13,84.62,12.92,-12.26,9.85
2312.TW,P08_黃金交叉量增,5,80.0,14.06,-6.55,9.85
3533.TW,P03_均線支撐放量,33,78.79,14.37,-10.46,9.84
1736.TW,P03_均線支撐放量,23,78.26,14.52,-9.9,9.84
2331.TW,P08_黃金交叉量增,9,77.78,14.65,-9.51,9.84
4588.TW,P02_量增紅K,10,80.0,14.04,-10.75,9.83
3535.TW,P05_連跌反轉紅K,31,67.74,17.84,-15.0,9.83
6515.TW,P01_量縮價穩,72,80.56,13.88,-15.19,9.82
6757.TW,P04_長下影線放量,13,76.92,14.84,-10.72,9.8
2345.TW,P02_量增紅K,8,87.5,12.17,-13.19,9.77
2481.TW,P07_RSI超賣量縮,53,81.13,13.63,-12.22,9.74
6117.TW,P07_RSI超賣量縮,34,67.65,17.74,-8.21,9.73
2615.TW,P11_多頭排列紅K,31,61.29,20.29,-13.46,9.73
9955.TW,P04_長下影線放量,31,80.65,13.71,-7.08,9.71
3305.TW,P02_量增紅K,26,69.23,17.14,-10.95,9.71
1466.TW,P05_連跌反轉紅K,28,42.86,31.99,-10.01,9.71
1309.TW,P11_多頭排列紅K,42,59.52,21.06,-11.74,9.7
6438.TW,P07_RSI超賣量縮,48,81.25,13.53,-12.71,9.68
3016.TW,P08_黃金交叉量增,7,57.14,22.18,-11.57,9.67
9136.TW,P08_黃金交叉量增,8,87.5,12.03,-2.93,9.65
8033.TW,P12_多頭回檔,27,70.37,16.66,-9.0,9.65
2610.TW,P07_RSI超賣量縮,41,58.54,21.43,-7.45,9.64
3004.TW,P09_量縮後爆量紅K,6,100.0,9.61,-4.48,9.61
6753.TW,P06_價量背離,34,67.65,17.53,-9.96,9.6
2392.TW,P08_黃金交叉量增,9,88.89,11.66,-4.68,9.59
5906.TW,P09_量縮後爆量紅K,34,64.71,18.64,-9.29,9.59
6944.TW,P11_多頭排列紅K,3,100.0,9.58,-10.63,9.58
2634.TW,P09_量縮後爆量紅K,6,83.33,12.9,-9.7,9.58
6205.TW,P03_均線支撐放量,38,60.53,20.37,-11.64,9.57
2637.TW,P02_量增紅K,19,89.47,11.51,-10.8,9.56
1475.TW,P07_RSI超賣量縮,112,61.61,19.87,-14.21,9.56
4571.TW,P02_量增紅K,23,91.3,11.13,-9.92,9.55
1616.TW,P04_長下影線放量,50,78.0,14.21,-6.24,9.55
7631.TW,P10_組合訊號,29,79.31,13.84,-6.72,9.53
2497.TW,P03_均線支撐放量,28,64.29,18.68,-11.7,9.51
2540.TW,P10_組合訊號,35,82.86,12.91,-5.07,9.5
6933.TW,P02_量增紅K,7,71.43,16.05,-17.98,9.46
3622.TW,P06_價量背離,42,83.33,12.73,-8.08,9.44
6165.TW,P05_連跌反轉紅K,38,76.32,14.55,-11.97,9.44
2441.TW,P09_量縮後爆量紅K,2,100.0,9.43,-2.85,9.43
6782.TW,P12_多頭回檔,29,72.41,15.66,-10.3,9.41
6796.TW,P08_黃金交叉量增,3,66.67,17.61,-7.14,9.41
8045.TW,P11_多頭排列紅K,60,65.0,18.24,-15.6,9.41
3209.TW,P08_黃金交叉量增,9,88.89,11.44,-6.19,9.39
2597.TW,P04_長下影線放量,46,76.09,14.54,-6.62,9.39
1515.TW,P08_黃金交叉量增,9,88.89,11.43,-10.59,9.38
3515.TW,P05_連跌反轉紅K,27,74.07,15.12,-13.2,9.38
3305.TW,P07_RSI超賣量縮,52,71.15,16.02,-11.31,9.38
6472.TW,P01_量縮價穩,63,76.19,14.46,-8.65,9.35
2359.TW,P07_RSI超賣量縮,45,91.11,10.94,-9.32,9.34
3450.TW,P07_RSI超賣量縮,54,74.07,15.04,-9.34,9.33
9904.TW,P09_量縮後爆量紅K,2,100.0,9.32,-7.93,9.32
5243.TW,P11_多頭排列紅K,45,84.44,12.29,-9.58,9.29
8033.TW,P06_價量背離,78,71.79,15.7,-9.82,9.29
8271.TW,P01_量縮價穩,83,84.34,12.3,-7.73,9.27
6854.TW,P08_黃金交叉量增,4,100.0,9.23,-13.76,9.23
2497.TW,P10_組合訊號,29,75.86,14.37,-11.57,9.22
2630.TW,P09_量縮後爆量紅K,20,65.0,17.95,-9.98,9.22
2108.TW,P11_多頭排列紅K,47,68.09,16.8,-7.92,9.21
2504.TW,P07_RSI超賣量縮,51,74.51,14.7,-5.72,9.17
1435.TW,P12_多頭回檔,75,68.0,16.68,-6.44,9.1
3312.TW,P04_長下影線放量,35,68.57,16.46,-10.23,9.09
3051.TW,P05_連跌反轉紅K,35,68.57,16.46,-11.94,9.09
8028.TW,P07_RSI超賣量縮,44,72.73,15.11,-11.57,9.08
6955.TW,P01_量縮價穩,81,72.84,15.06,-5.99,9.07
2313.TW,P09_量縮後爆量紅K,6,66.67,17.11,-10.58,9.07
8028.TW,P05_連跌反轉紅K,17,88.24,11.21,-11.75,9.06
4588.TW,P08_黃金交叉量增,4,75.0,14.41,-12.49,9.06
6446.TW,P12_多頭回檔,24,75.0,14.4,-16.12,9.05
3617.TW,P09_量縮後爆量紅K,5,80.0,13.05,-7.63,9.04
2465.TW,P07_RSI超賣量縮,81,67.9,16.63,-15.09,9.04
6753.TW,P04_長下影線放量,40,62.5,18.67,-10.08,9.04
6706.TW,P05_連跌反轉紅K,31,70.97,15.59,-16.51,9.03
8926.TW,P08_黃金交叉量增,4,75.0,14.35,-2.36,9.01
2348.TW,P11_多頭排列紅K,61,75.41,14.2,-9.15,8.99
6869.TW,P11_多頭排列紅K,16,62.5,18.59,-10.6,8.99
6117.TW,P08_黃金交叉量增,11,81.82,12.52,-7.84,8.97
2236.TW,P05_連跌反轉紅K,36,77.78,13.51,-9.15,8.95
6782.TW,P10_組合訊號,28,75.0,14.26,-9.29,8.95
2359.TW,P06_價量背離,52,82.69,12.27,-8.95,8.93
4746.TW,P08_黃金交叉量增,9,77.78,13.48,-9.66,8.93
1475.TW,P02_量增紅K,41,60.98,19.13,-16.75,8.93
8996.TW,P01_量縮價穩,61,73.77,14.56,-11.81,8.91
2476.TW,P09_量縮後爆量紅K,8,75.0,14.2,-9.14,8.9
2464.TW,P09_量縮後爆量紅K,7,57.14,20.82,-7.59,8.9
2597.TW,P12_多頭回檔,69,73.91,14.49,-6.23,8.88
3694.TW,P11_多頭排列紅K,45,73.33,14.65,-13.38,8.88
2345.TW,P05_連跌反轉紅K,43,86.05,11.43,-8.86,8.86
8046.TW,P04_長下影線放量,37,81.08,12.55,-13.19,8.86
3406.TW,P05_連跌反轉紅K,32,71.88,15.06,-10.68,8.86
6691.TW,P05_連跌反轉紅K,32,68.75,16.06,-7.93,8.85
3305.TW,P09_量縮後爆量紅K,12,66.67,16.76,-7.85,8.84
3443.TW,P03_均線支撐放量,21,66.67,16.73,-14.58,8.82
2429.TW,P03_均線支撐放量,46,63.04,18.1,-10.18,8.82
6706.TW,P06_價量背離,57,59.65,19.5,-13.64,8.81
3042.TW,P07_RSI超賣量縮,33,81.82,12.31,-6.95,8.8
6472.TW,P07_RSI超賣量縮,29,68.97,15.9,-9.93,8.8
1587.TW,P04_長下影線放量,39,66.67,16.71,-8.41,8.8
4571.TW,P09_量縮後爆量紅K,6,66.67,16.68,-6.62,8.79
6285.TW,P07_RSI超賣量縮,31,80.65,12.56,-6.02,8.78
2357.TW,P06_價量背離,41,80.49,12.57,-7.35,8.75
2355.TW,P08_黃金交叉量增,4,75.0,14.0,-4.77,8.75
5225.TW,P10_組合訊號,51,70.59,15.28,-11.63,8.73
3046.TW,P04_長下影線放量,26,65.38,17.04,-18.88,8.72
2363.TW,P09_量縮後爆量紅K,8,75.0,13.93,-9.0,8.7
8110.TW,P05_連跌反轉紅K,27,66.67,16.53,-9.96,8.69
6515.TW,P05_連跌反轉紅K,34,76.47,13.51,-17.57,8.68
4566.TW,P03_均線支撐放量,37,64.86,17.18,-7.02,8.68
8210.TW,P09_量縮後爆量紅K,5,100.0,8.67,-13.19,8.67
6196.TW,P06_價量背離,36,75.0,13.89,-8.51,8.67
6799.TW,P03_均線支撐放量,18,55.56,21.2,-15.97,8.66
6796.TW,P06_價量背離,59,77.97,13.07,-7.77,8.65
2613.TW,P07_RSI超賣量縮,64,73.44,14.31,-9.33,8.65
4961.TW,P12_多頭回檔,25,56.0,20.93,-11.94,8.64
2455.TW,P05_連跌反轉紅K,27,85.19,11.33,-11.91,8.62
6756.TW,P07_RSI超賣量縮,51,74.51,13.97,-13.2,8.62
2376.TW,P12_多頭回檔,37,70.27,15.23,-9.84,8.62
1514.TW,P11_多頭排列紅K,42,73.81,14.14,-11.63,8.6
6533.TW,P02_量增紅K,15,66.67,16.4,-16.71,8.6
6794.TW,P06_價量背離,16,68.75,15.68,-4.56,8.59
5225.TW,P11_多頭排列紅K,47,70.21,15.19,-10.5,8.58
4588.TW,P12_多頭回檔,30,63.33,17.59,-10.89,8.57
1612.TW,P07_RSI超賣量縮,42,78.57,12.8,-6.12,8.55
6691.TW,P03_均線支撐放量,50,78.0,12.91,-7.25,8.53
6799.TW,P01_量縮價穩,46,73.91,14.01,-15.15,8.53
9103.TW,P01_量縮價穩,144,55.56,20.93,-12.57,8.52
6197.TW,P08_黃金交叉量增,4,100.0,8.51,-11.5,8.51
2884.TW,P09_量縮後爆量紅K,1,100.0,-11.99,-28.44,8.5
2313.TW,P08_黃金交叉量增,3,100.0,-2.4,-11.19,8.5
2409.TW,P08_黃金交叉量增,3,100.0,-2.07,-10.07,8.5
1477.TW,P09_量縮後爆量紅K,2,100.0,-2.03,-11.8,8.5
2492.TW,P09_量縮後爆量紅K,1,100.0,-5.79,-14.29,8.5
6890.TW,P02_量增紅K,8,100.0,-2.99,-15.82,8.5
6890.TW,P10_組合訊號,2,100.0,-4.05,-11.15,8.5
2855.TW,P09_量縮後爆量紅K,2,100.0,-4.15,-7.34,8.5
1104.TW,P08_黃金交叉量增,1,100.0,-1.93,-9.82,8.5
6589.TW,P01_量縮價穩,5,100.0,-0.83,-5.99,8.5
9802.TW,P09_量縮後爆量紅K,6,100.0,-3.57,-12.19,8.5
